iter	MultiClass
291	0.07001780212
292	0.06997427273
293	0.06987086781
294	0.06954640937
295	0.06936282576
296	0.06932369133
297	0.06926192466
298	0.06905676659
299	0.06900353096
300	0.06875884038
301	0.0686679296
302	0.06853202174
303	0.0683436237
304	0.06811453566
305	0.06785545732
306	0.06753783649
307	0.06742510822
308	0.0672162261
309	0.06696009333
310	0.06686952549
311	0.06668205571
312	0.06660247847
313	0.06657886752
314	0.06652689032
315	0.06630084096
316	0.06609532999
317	0.06598143112
318	0.0659463538
319	0.06584721933
320	0.06578791584
321	0.06576531427
322	0.06567556821
323	0.06560721631
324	0.06539366437
325	0.06522419772
326	0.06491162865
327	0.06482342047
328	0.06469031773
329	0.06448625744
330	0.06436577793
331	0.06424070465
332	0.06407900841
333	0.06399627699
334	0.06395257714
335	0.06382008454
336	0.06377834819
337	0.0635439138
338	0.06331577863
339	0.06313309178
340	0.0629824197
341	0.06285271498
342	0.06275200555
343	0.0625063103
344	0.06227256146
345	0.06215247876
346	0.06200589059
347	0.0617967017
348	0.0617595292
349	0.06168343612
350	0.06164974322
351	0.06157657463
352	0.06123139937
353	0.06102708295
354	0.06081481222
355	0.06079370524
356	0.06071610836
357	0.06045849427
358	0.06041144448
359	0.06036868006
360	0.06022055346
361	0.06004229815
362	0.05990782751
363	0.05982259616
364	0.05976046703
365	0.05966063905
366	0.0595071291
367	0.05938005572
368	0.05930207704
369	0.05926618144
370	0.05915296724
371	0.05903288499
372	0.05898352325
373	0.05890438893
374	0.05869344056
375	0.05860878475
376	0.0585516186
377	0.05850226015
378	0.05845955572
379	0.05835385087
380	0.05830729944
381	0.05817700388
382	0.05814855222
383	0.05811731311
384	0.05808664176
385	0.05799671958
386	0.05780362963
387	0.05775123634
388	0.0576372315
389	0.0575706235
390	0.057438594
391	0.05739350431
392	0.05738047154
393	0.05727033162
394	0.05714113557
395	0.05708240446
396	0.05704523178
397	0.05691360286
398	0.0566678576
399	0.05661402066
